city,sector,orders_per_week,avg_weight_kg,business_model,pct_ultra_urgent,pct_same_day,pct_next_day,peak_hours,avg_distance_km,current_provider,curr_time_hr,curr_cost_aed,fail_rate_band,tracking_sat,delay_churn,eta_importance,fuel_pain,prem_fast_pct,top_pain,stops_per_route,traffic_level,dispatch_day,vehicle_type,fuel_price,cost_threshold_aedkm,time_value_aed,wage_share_pct,maint_cost_aedkm,fuel_strategy,overall_csat,renew_intent,nps,switch_past,repeat_speed_impact,trust_ai,ai_dashboard_influence,choose_speed_equalcost,ai_worry,ai_cost_saving_est,growth_pct_nextyr,expand_timeline,launch_zone_pref,season_peaks,beta_opt_in,api_integration,returns_pct,co2_importance,analytics_usage,contract_term_pref
Dubai,E-commerce,6.0,5.43,B2B,15.1,64.5,20.3,"6-9 PM,12-3 PM,3-6 PM",13.2,Competitor A,17.2,15.26,1-3 %,2.0,5.0,4.0,1.0,5.1,Poor support,2.0,Moderate,Weekends,Van,3.22,3.61,1.29,29.7,0.62,Switch provider,2.0,4.0,7.0,No,1.0,5.0,1.0,3.0,Tech failures,13.4,15.1,6 mo,Dubai core,"DSF,Ramadan,Back-to-School",No,Yes,41.0,5.0,5.0,6 months
Dubai,Electronics,6.0,3.14,B2C,21.4,47.8,30.8,"6-9 AM,12-3 PM",44.1,Competitor A,19.4,15.89,1-3 %,4.0,3.0,4.0,4.0,6.5,Delay,4.0,Moderate,Weekends,N/A,3.02,4.45,7.98,21.0,1.02,Raise delivery fee,4.0,3.0,1.0,Yes,3.0,4.0,5.0,3.0,Tech failures,2.4,20.6,No plans,Dubai core,"Year-end,DSF,Ramadan",No,No,8.4,5.0,5.0,1 year
RAK,Electronics,62.0,1.05,B2B,28.9,31.3,39.8,9 AM-12,10.2,In-house,7.4,40.06,1-3 %,4.0,5.0,4.0,4.0,6.4,Delay,7.0,Moderate,Weekdays,Van,2.92,4.8,21.42,15.0,0.67,Absorb cost,4.0,5.0,9.0,No,1.0,5.0,5.0,4.0,None,13.1,7.2,3 mo,Dubai core,"Ramadan,Back-to-School",No,Yes,20.7,2.0,5.0,Month-to-month
Abu Dhabi,E-commerce,27.0,1.62,Both,8.8,68.9,22.3,6-9 PM,49.2,Aramex,10.6,21.37,>10 %,2.0,4.0,4.0,4.0,6.0,Delay,3.0,Moderate,Weekdays,N/A,3.16,4.95,8.47,15.8,0.58,Switch provider,3.0,3.0,2.0,No,4.0,4.0,4.0,5.0,Tech failures,12.9,27.6,12 mo+,Abu Dhabi suburbs,"Back-to-School,Eid",Yes,No,16.1,3.0,4.0,6 months
Dubai,Grocery/Retail,22.0,5.81,B2B,7.5,53.5,38.9,6-9 PM,16.4,In-house,16.6,11.15,1-3 %,1.0,5.0,4.0,4.0,4.7,Poor support,4.0,Light,Weekdays,Mix,2.97,3.17,9.13,53.6,0.68,Reduce service area,3.0,3.0,5.0,No,3.0,2.0,4.0,4.0,None,7.3,16.3,3 mo,Sharjah industrial,"DSF,Back-to-School,Eid",No,No,22.1,3.0,2.0,1 year
Abu Dhabi,E-commerce,26.0,2.2,B2B,17.5,44.7,37.9,"12-3 PM,6-9 AM,9 AM-12",10.3,Aramex,6.4,27.31,<1 %,3.0,4.0,4.0,2.0,13.3,Damaged goods,5.0,Heavy,Weekdays,Van,2.87,3.33,28.28,37.3,1.2,Reduce service area,4.0,4.0,9.0,No,5.0,4.0,5.0,5.0,None,11.2,7.7,3 mo,Sharjah industrial,"Back-to-School,Eid",Yes,Yes,20.8,4.0,5.0,6 months
Other,Pharma & Med-supplies,43.0,3.15,B2B,15.3,48.6,36.1,"12-3 PM,3-6 PM",23.3,Competitor A,9.9,40.87,<1 %,2.0,4.0,3.0,1.0,10.0,Cost overruns,5.0,Light,Weekdays,Van,3.36,5.93,9.78,34.1,1.09,Raise delivery fee,4.0,4.0,2.0,No,4.0,3.0,36.75413170724069,3.0,Tech failures,7.3,7.7,3 mo,Dubai core,"Ramadan,Year-end,DSF",Yes,Yes,13.2,2.0,4.0,6 months
Dubai,Other,21.0,10.54,Both,23.3,32.1,44.6,9 AM-12,14.6,Fetchr,11.6,23.94,<1 %,1.0,5.0,4.0,3.0,12.0,Delay,9.0,Moderate,Weekdays,Van,2.85,2.5,7.1,37.7,0.78,Switch provider,5.0,5.0,10.0,Yes,5.0,4.0,4.0,5.0,Driver adoption,11.3,25.8,No plans,Dubai core,"Ramadan,Year-end",No,Yes,21.3,4.0,4.0,2+ years
Sharjah,Grocery/Retail,5.0,4.85,B2B,8.6,65.5,100.0,"12-3 PM,6-9 AM,9 AM-12",4.6,Competitor A,8.2,30.26,<1 %,3.0,5.0,5.0,5.0,4.8,Damaged goods,5.0,Moderate,Weekends,Van,3.17,4.37,23.81,20.7,0.83,Reduce service area,1.0,5.0,4.0,No,2.0,3.0,3.0,4.0,Driver adoption,0.7,17.2,6 mo,Abu Dhabi suburbs,,Yes,Yes,3.0,5.0,3.0,6 months
Dubai,E-commerce,36.0,0.91,B2C,12.2,42.9,44.9,"12-3 PM,9 AM-12,3-6 PM",9.8,Other,6.1,29.22,<1 %,2.0,5.0,4.0,2.0,5.4,Poor support,6.0,Heavy,Weekends,N/A,3.17,3.57,11.75,32.7,1.04,Raise delivery fee,2.0,4.0,10.0,No,1.0,5.0,4.0,1.0,Tech failures,9.6,22.1,6 mo,Dubai core,"DSF,Year-end,Eid",Yes,Yes,12.9,4.0,4.0,6 months
Dubai,Pharma & Med-supplies,28.0,7.9,B2B,6.1,56.0,37.9,"6-9 PM,12-3 PM,6-9 AM",65.0,Competitor B,20.0,30.38,1-3 %,3.0,4.0,5.0,3.0,12.2,Billing errors,6.0,Light,Weekdays,Mix,2.89,3.73,13.97,34.4,0.49,Reduce service area,5.0,1.0,4.0,No,5.0,4.0,4.0,5.0,Driver adoption,17.6,18.8,No plans,Abu Dhabi suburbs,Year-end,No,No,5.3,3.0,4.0,2+ years
Dubai,Electronics,51.0,3.63,B2C,43.4,29.7,26.9,"12-3 PM,6-9 AM,6-9 PM",20.8,In-house,13.3,27.1,1-3 %,1.0,4.0,2.0,2.0,2.4,Delay,1.0,Light,Weekdays,Van,3.08,3.55,11.8,37.3,0.58,Raise delivery fee,3.0,4.0,5.0,No,4.0,4.0,2.0,4.0,Tech failures,9.7,8.7,3 mo,Northern Emirates,Ramadan,No,Yes,28.3,4.0,2.0,2+ years
Abu Dhabi,E-commerce,7.0,4.14,Both,33.3,32.0,34.8,6-9 AM,38.0,Aramex,36.4,15.01,1-3 %,3.0,4.0,4.0,4.0,13.3,Delay,6.0,Heavy,Equally both,Bike,3.25,4.57,6.02,38.5,0.99,Switch provider,2.0,4.0,5.0,No,4.0,5.0,4.0,5.0,None,19.9,27.4,12 mo+,Sharjah industrial,"Ramadan,Back-to-School,DSF",No,Yes,24.6,4.0,2.0,6 months
Dubai,Other,11.0,3.98,B2B,28.1,43.4,28.4,"6-9 AM,9 AM-12,12-3 PM",65.60631133971425,Competitor A,16.4,39.35,1-3 %,5.0,3.0,3.0,2.0,14.7,Delay,6.0,Moderate,Equally both,Van,2.98,5.35,9.55,20.5,0.95,Absorb cost,4.0,4.0,10.0,No,4.0,5.0,2.0,3.0,Data privacy,9.7,19.4,No plans,Dubai core,None,Yes,Yes,14.8,5.0,4.0,6 months
Dubai,Grocery/Retail,27.0,5.74,B2C,9.6,49.9,40.4,"6-9 AM,6-9 PM",36.2,Competitor A,14.5,17.18,1-3 %,1.0,3.0,1.0,2.0,13.9,Delay,3.0,Moderate,Weekends,Van,3.21,5.59,4.79,39.6,0.68,Reduce service area,5.0,3.0,0.0,No,2.0,4.0,5.0,4.0,Tech failures,9.9,6.4,6 mo,Abu Dhabi suburbs,Back-to-School,No,Yes,9.8,3.0,5.0,1 year
Abu Dhabi,E-commerce,9.0,3.17,B2C,17.3,41.4,41.3,12-3 PM,27.0,Competitor A,11.4,24.28,3-5 %,3.0,3.0,4.0,1.0,3.4,Billing errors,5.0,Moderate,Weekdays,Bike,2.86,4.59,7.24,23.9,0.89,Switch provider,5.0,4.0,10.0,No,5.0,1.0,1.0,5.0,Tech failures,10.0,33.5,6 mo,Abu Dhabi suburbs,"Back-to-School,Ramadan",Yes,Yes,28.8,4.0,3.0,2+ years
Abu Dhabi,Grocery/Retail,3.0,1.36,B2C,9.4,38.6,51.9,12-3 PM,62.8,Aramex,9.7,27.99,3-5 %,4.0,4.0,5.0,1.0,3.7,Delay,12.0,Moderate,Weekdays,Truck,3.36,4.46,19.74,35.3,0.71,Absorb cost,4.0,4.0,8.0,No,5.0,5.0,4.0,5.0,Data privacy,13.4,17.3,12 mo+,Dubai core,"Back-to-School,Year-end,Eid",No,Yes,22.8,2.0,3.0,6 months
Sharjah,Electronics,23.0,4.03,B2B,19.0,38.6,42.4,"6-9 PM,6-9 AM",26.1,Aramex,26.1,14.92,5-10 %,4.0,4.0,5.0,4.0,11.7,Billing errors,4.0,Heavy,Weekdays,Van,2.65,4.15,36.5,37.5,1.22,Switch provider,4.0,2.0,8.0,No,5.0,2.0,5.0,2.0,Data privacy,6.1,16.3,6 mo,Abu Dhabi suburbs,"DSF,Back-to-School",No,Yes,30.3,4.0,5.0,6 months
Sharjah,Grocery/Retail,41.0,1.45,B2B,11.5,70.9,17.6,9 AM-12,21.0,In-house,16.6,33.93,<1 %,4.0,3.0,3.0,2.0,12.9,Poor support,4.0,Moderate,Weekdays,Van,3.11,5.99,15.06,31.3,0.92,Raise delivery fee,5.0,4.0,4.0,No,3.0,5.0,4.0,4.0,Driver adoption,11.6,-0.5,6 mo,Dubai core,"Ramadan,DSF,Year-end",Yes,Yes,9.0,3.0,4.0,6 months
Dubai,Other,18.0,9.87,Both,25.8,44.5,29.6,"9 AM-12,3-6 PM,6-9 AM",20.3,Competitor A,13.0,18.55,1-3 %,5.0,5.0,5.0,1.0,8.1,Delay,7.0,Moderate,Weekends,Van,3.11,4.44,8.65,32.5,0.96,Raise delivery fee,1.0,5.0,3.0,No,3.0,4.0,3.0,4.0,Driver adoption,3.0,12.5,12 mo+,Abu Dhabi suburbs,None,No,Yes,4.8,3.0,4.0,Month-to-month
Dubai,Other,31.0,2.67,B2B,24.7,100.0,13.9,3-6 PM,21.5,Aramex,16.6,19.77,<1 %,3.0,5.0,4.0,4.0,0.8,Delay,5.0,Heavy,Weekdays,Bike,3.19,5.29,8.51,25.9,0.83,Absorb cost,4.0,2.0,10.0,Yes,4.0,2.0,3.0,4.0,Driver adoption,22.6,21.3,12 mo+,Dubai core,"Ramadan,Year-end,Eid",Yes,Yes,50.2,4.0,5.0,Month-to-month
Abu Dhabi,E-commerce,27.0,3.22,B2B,9.6,68.2,22.2,"6-9 PM,3-6 PM",34.2,Aramex,15.4,23.73,>10 %,2.0,2.0,3.0,2.0,6.8,Delay,2.0,Moderate,Weekends,Mix,3.16,2.87,5.85,41.4,0.73,Raise delivery fee,5.0,4.0,7.0,No,3.0,4.0,5.0,5.0,Driver adoption,15.8,13.6,3 mo,Abu Dhabi suburbs,Year-end,No,No,13.5,3.0,4.0,2+ years
Abu Dhabi,E-commerce,20.0,2.21,B2B,24.6,64.2,11.2,6-9 AM,34.1,Other,11.2,119.01,3-5 %,2.0,3.0,5.0,4.0,3.4,Delay,6.0,Moderate,Weekends,Van,3.0,2.51,9.8,33.9,0.96,Reduce service area,4.0,4.0,4.0,No,1.0,1.0,4.0,5.0,Data privacy,7.2,7.3,6 mo,Sharjah industrial,None,No,No,53.9,3.0,4.0,2+ years
Dubai,Pharma & Med-supplies,22.0,4.07,B2C,39.8,36.3,24.0,"3-6 PM,6-9 PM",10.6,Competitor B,11.0,35.4,>10 %,3.0,4.0,5.0,2.0,3.0,Delay,5.0,Moderate,Weekdays,Van,2.98,4.46,3.32,30.0,0.91,Raise delivery fee,5.0,4.0,3.0,No,4.0,5.0,3.0,3.0,Data privacy,13.8,22.3,3 mo,Northern Emirates,"Year-end,Back-to-School,Eid",Yes,Yes,23.5,2.0,3.0,2+ years
Dubai,Electronics,59.0,4.36,Both,12.5,78.5,9.0,"12-3 PM,9 AM-12",65.6,In-house,8.6,78.73,<1 %,2.0,5.0,5.0,3.0,10.9,Cost overruns,4.0,Heavy,Weekends,Van,2.93,2.96,9.43,37.2,0.99,Raise delivery fee,2.0,2.0,10.0,Yes,4.0,5.0,2.0,4.0,Tech failures,17.9,10.4,3 mo,Northern Emirates,,Yes,No,8.6,3.0,2.0,6 months
Dubai,Electronics,9.0,2.21,Both,16.7,9.3,74.0,"3-6 PM,6-9 PM",11.3,Competitor B,14.1,18.37,3-5 %,1.0,4.0,3.0,2.0,5.9,Cost overruns,7.0,Light,Weekdays,Mix,2.82,5.6,25.18,17.3,0.44,Reduce service area,4.0,5.0,6.0,No,3.0,4.0,5.0,4.0,Data privacy,12.2,23.2,3 mo,Dubai core,,Yes,No,66.0,5.0,5.0,1 year
Dubai,E-commerce,37.0,4.36,Both,51.6,35.6,12.8,12-3 PM,21.0,Competitor A,12.9,44.75,5-10 %,1.0,5.0,4.0,2.0,15.5,Poor support,10.0,Light,Weekdays,Mix,2.77,3.18,2.58,31.1,0.69,Raise delivery fee,4.0,5.0,7.0,No,4.0,4.0,4.0,3.0,Driver adoption,10.4,22.1,3 mo,Dubai core,"Back-to-School,Eid",No,Yes,6.0,3.0,4.0,6 months
Other,Other,7.0,3.46,Both,37.6,48.5,13.9,12-3 PM,22.6,Aramex,3.1,20.42,<1 %,1.0,5.0,4.0,1.0,1.5,Cost overruns,4.0,Light,Weekends,Van,2.67,4.68,16.96,41.3,0.49,Switch provider,2.0,3.0,7.0,Yes,22.099446583970195,3.0,3.0,4.0,Driver adoption,3.1,25.8,12 mo+,Dubai core,None,Yes,Yes,24.8,3.0,4.0,Month-to-month
Abu Dhabi,Pharma & Med-supplies,10.0,3.13,B2C,27.0,43.0,30.0,"12-3 PM,6-9 AM,9 AM-12",21.7,Competitor A,8.3,32.23,3-5 %,3.0,4.0,4.0,2.0,5.1,Billing errors,4.0,Heavy,Weekdays,Mix,3.19,5.57,25.09,56.9,0.71,Raise delivery fee,3.0,3.0,0.0,No,4.0,4.0,3.0,4.0,Data privacy,1.5,21.3,6 mo,Dubai core,"Year-end,Back-to-School,DSF",Yes,Yes,27.7,5.0,2.0,2+ years
Dubai,Food-delivery,52.0,2.12,B2C,34.1,42.0,23.9,"3-6 PM,12-3 PM,6-9 AM",26.2,Competitor B,26.1,15.86,1-3 %,3.0,5.0,4.0,5.0,15.6,Delay,4.0,Light,Weekdays,Mix,3.6,3.71,24.49,36.6,0.82,Switch provider,5.0,3.0,2.0,No,2.0,3.0,4.0,4.0,Driver adoption,13.1,14.9,12 mo+,Northern Emirates,"Back-to-School,Eid,Ramadan",Yes,Yes,19.6,3.0,2.0,6 months
Abu Dhabi,Food-delivery,7.0,13.31,B2C,9.7,21.9,68.4,"3-6 PM,6-9 AM,9 AM-12",12.9,In-house,8.1,35.74,3-5 %,2.0,4.0,4.0,3.0,13.7,Delay,6.0,Heavy,Weekends,Van,3.05,5.32,27.91,37.0,1.36,Reduce service area,3.0,4.0,1.0,No,4.0,4.0,4.0,3.0,None,9.8,11.4,3 mo,Dubai core,"DSF,Back-to-School",Yes,Yes,34.5,4.0,5.0,1 year
Abu Dhabi,E-commerce,16.0,6.75,Both,43.3,33.1,23.6,"3-6 PM,9 AM-12",26.5,Other,20.2,41.59,1-3 %,5.0,5.0,5.0,2.0,17.1,Delay,7.0,Moderate,Weekdays,Van,2.86,3.93,12.69,30.6,0.78,Raise delivery fee,5.0,4.0,2.0,No,5.0,3.0,3.0,2.0,Driver adoption,1.0,4.2,3 mo,Abu Dhabi suburbs,DSF,No,No,4.2,3.0,5.0,Month-to-month
Dubai,E-commerce,132.0,5.14,B2B,41.4,23.4,35.1,6-9 AM,19.3,Competitor A,8.5,39.29,<1 %,5.0,5.0,4.0,2.0,4.8,Delay,5.0,Light,Weekends,Van,2.97,3.64,49.127287010506926,40.7,1.13,Raise delivery fee,4.0,4.0,4.0,No,5.0,4.0,3.0,3.0,Data privacy,8.9,11.5,6 mo,Northern Emirates,"Eid,Year-end",Yes,Yes,38.2,4.0,4.0,1 year
Dubai,E-commerce,45.0,6.53,B2C,31.6,27.7,40.8,3-6 PM,68.2,In-house,22.3,32.91,5-10 %,3.0,2.0,2.0,2.0,22.5,Delay,6.0,Moderate,Weekends,Bike,3.28,5.26,8.02,28.4,0.74,Switch provider,4.0,1.0,5.0,No,3.0,4.0,5.0,4.0,Driver adoption,6.9,13.2,6 mo,Abu Dhabi suburbs,Ramadan,Yes,Yes,2.1,5.0,4.0,1 year
Sharjah,Other,11.0,3.97,Both,13.2,61.6,25.2,3-6 PM,20.6,Aramex,11.9,22.53,<1 %,4.0,5.0,4.0,2.0,8.6,Cost overruns,2.0,Moderate,Weekdays,Mix,3.28,3.01,67.6969313828995,41.3,0.71,Switch provider,3.0,3.0,6.0,No,5.0,3.0,4.0,4.0,Data privacy,7.2,31.6,6 mo,Dubai core,"Back-to-School,DSF",No,No,65.3,3.0,3.0,Month-to-month
Dubai,Pharma & Med-supplies,12.0,2.69,B2B,5.3,80.7,14.0,12-3 PM,72.7,Aramex,13.7,8.54,<1 %,2.0,4.0,4.0,5.0,5.9,Delay,6.0,Moderate,Weekdays,Van,3.24,4.46,17.4,35.7,0.7,Switch provider,4.0,4.0,5.0,No,1.0,4.0,5.0,4.0,Driver adoption,13.9,43.7,3 mo,Sharjah industrial,Eid,No,Yes,48.5,2.0,4.0,Month-to-month
Abu Dhabi,Food-delivery,17.0,0.68,Both,46.7,26.1,27.2,"9 AM-12,3-6 PM,6-9 PM",30.6,Aramex,22.0,10.26,1-3 %,3.0,3.0,3.0,2.0,2.7,Poor support,8.0,Moderate,Equally both,Bike,3.03,4.01,8.46,23.4,0.51,Reduce service area,3.0,3.0,5.0,Yes,4.0,4.0,1.0,5.0,Tech failures,14.5,14.7,12 mo+,Dubai core,Year-end,Yes,Yes,22.5,3.0,2.0,Month-to-month
Abu Dhabi,Grocery/Retail,57.0,1.6,Both,26.9,57.9,15.2,"6-9 AM,6-9 PM",19.2,Aramex,8.4,18.27,3-5 %,4.0,5.0,5.0,3.0,5.3,Cost overruns,5.0,Moderate,Weekdays,Van,3.29,3.49,27.85,39.6,0.9,Raise delivery fee,5.0,1.0,2.0,No,5.0,3.0,5.0,5.0,None,12.1,17.8,12 mo+,Sharjah industrial,"Ramadan,Year-end",No,No,7.1,4.0,4.0,6 months
Sharjah,Grocery/Retail,9.0,12.17,B2C,9.6,66.5,23.9,"3-6 PM,9 AM-12",70.2,Competitor B,20.0,35.26,1-3 %,4.0,5.0,4.0,2.0,5.4,Cost overruns,2.0,Heavy,Weekdays,Mix,2.73,3.09,24.48,40.6,1.15,Reduce service area,1.0,3.0,6.0,Yes,3.0,4.0,5.0,3.0,Data privacy,15.3,25.7,12 mo+,Dubai core,"Eid,DSF",Yes,Yes,12.7,5.0,4.0,Month-to-month
Other,Other,8.0,6.66,Both,40.3,42.8,16.9,"9 AM-12,6-9 PM",84.4,Competitor B,11.0,16.45,1-3 %,5.0,4.0,5.0,2.0,8.8,Damaged goods,4.0,Heavy,Equally both,Van,3.1,5.27,4.15,36.8,0.67,Switch provider,3.0,3.0,2.0,No,5.0,5.0,5.0,2.0,Data privacy,8.9,31.2,3 mo,Dubai core,DSF,Yes,Yes,49.9,4.0,5.0,Month-to-month
Sharjah,Grocery/Retail,35.0,3.75,B2B,46.7,28.6,24.8,6-9 PM,18.2,Aramex,22.0,12.95,1-3 %,1.0,5.0,3.0,3.0,12.1,Cost overruns,4.0,Moderate,Weekdays,Van,2.69,3.02,8.66,38.2,0.95,Switch provider,5.0,5.0,2.0,Yes,4.0,5.0,4.0,1.0,Driver adoption,9.9,16.5,12 mo+,Dubai core,,Yes,Yes,10.0,4.0,5.0,2+ years
Abu Dhabi,Manufacturing,5.0,1.29,Both,17.2,49.2,33.6,"9 AM-12,6-9 AM",28.5,Aramex,6.5,53.98,3-5 %,2.0,5.0,5.0,3.0,7.7,Poor support,5.0,Light,Weekdays,Van,3.32,3.72,26.88,32.1,0.52,Reduce service area,3.0,4.0,6.0,Yes,3.0,3.0,4.0,5.0,Driver adoption,5.1,17.7,12 mo+,Abu Dhabi suburbs,"Back-to-School,Eid,Year-end",Yes,Yes,28.7,5.0,2.0,1 year
Dubai,Grocery/Retail,9.0,4.86,B2B,21.9,58.6,19.5,12-3 PM,41.4,Other,17.8,16.76,5-10 %,5.0,4.0,21.989308496747007,37.528086851345435,10.2,Damaged goods,3.0,Moderate,Weekdays,Bike,2.71,3.9,3.5,25.0,0.57,Raise delivery fee,4.0,4.0,1.0,Yes,4.0,4.0,5.0,5.0,Driver adoption,10.5,4.2,No plans,Dubai core,Year-end,No,Yes,17.5,4.0,4.0,2+ years
Abu Dhabi,E-commerce,18.0,2.81,B2B,22.8,39.2,38.0,"6-9 AM,12-3 PM",26.9,Competitor A,10.9,21.81,1-3 %,4.0,4.0,5.0,3.0,9.7,Cost overruns,6.0,Moderate,Equally both,Van,2.97,3.45,5.88,32.0,0.72,Absorb cost,4.0,5.0,2.0,No,4.0,4.0,3.0,5.0,Data privacy,2.9,10.0,12 mo+,Dubai core,"Eid,Year-end,DSF",Yes,No,12.9,4.0,5.0,Month-to-month
Sharjah,E-commerce,19.0,5.05,B2C,11.8,46.3,41.9,6-9 AM,19.3,Aramex,10.4,35.73,1-3 %,3.0,4.0,4.0,2.0,3.4,Cost overruns,7.0,Moderate,Weekdays,Van,2.71,3.56,12.37,17.8,0.72,Absorb cost,2.0,4.0,10.0,No,3.0,3.0,3.0,5.0,Data privacy,10.9,21.6,6 mo,Northern Emirates,"Eid,DSF,Year-end",Yes,Yes,36.5,2.0,5.0,6 months
RAK,E-commerce,6.0,1.7,B2C,35.1,52.7,12.2,"6-9 PM,3-6 PM",18.3,Aramex,16.2,17.78,<1 %,4.0,5.0,4.0,2.0,6.1,Delay,11.0,Moderate,Weekdays,Van,2.72,4.95,7.89,43.4,1.07,Switch provider,4.0,4.0,1.0,No,4.0,5.0,4.0,3.0,Tech failures,9.4,12.7,6 mo,Dubai core,"Ramadan,DSF",Yes,Yes,27.9,3.0,4.0,Month-to-month
Sharjah,Manufacturing,26.0,2.47,B2C,21.4,51.4,27.3,6-9 AM,70.8,Competitor B,6.2,22.66,1-3 %,3.0,3.0,3.0,2.0,9.8,Cost overruns,5.0,Heavy,Weekends,Bike,3.13,5.85,5.08,34.6,0.71,Raise delivery fee,3.0,4.0,5.0,Yes,4.0,3.0,1.0,4.0,Tech failures,15.0,14.5,12 mo+,Dubai core,"DSF,Ramadan",Yes,No,27.0,5.0,5.0,6 months
Dubai,Pharma & Med-supplies,31.0,5.65,B2C,25.3,52.7,22.0,"12-3 PM,3-6 PM,6-9 PM",65.8,Competitor A,11.2,30.26,3-5 %,3.0,4.0,2.0,5.0,5.2,Cost overruns,4.0,Light,Equally both,Mix,3.03,3.62,13.01,38.2,0.82,Switch provider,3.0,4.0,9.0,No,3.0,5.0,5.0,2.0,Driver adoption,21.9,19.8,No plans,Dubai core,"Back-to-School,Year-end",Yes,No,29.8,5.0,4.0,Month-to-month
Sharjah,Grocery/Retail,11.0,10.56,Both,9.2,35.7,55.1,6-9 PM,18.1,Competitor A,23.0,34.42,1-3 %,3.0,4.0,4.0,4.0,8.1,Billing errors,6.0,Moderate,Weekdays,Bike,2.96,5.57,39.86,40.7,0.71,Switch provider,2.0,5.0,10.0,No,3.0,15.835905119471999,5.0,3.0,Driver adoption,6.6,14.0,12 mo+,Dubai core,"Eid,Back-to-School,Year-end",Yes,Yes,14.8,3.0,5.0,2+ years
Ajman,E-commerce,75.0,2.24,B2C,6.5,65.3,28.2,6-9 PM,20.9,Aramex,13.2,59.95,1-3 %,3.0,4.0,2.0,2.0,19.4,Delay,4.0,Heavy,Weekdays,Truck,3.3,4.29,15.16,35.7,0.83,Raise delivery fee,4.0,5.0,8.0,No,4.0,4.0,5.0,4.0,None,6.8,30.8,6 mo,Abu Dhabi suburbs,"Back-to-School,Year-end",No,Yes,48.3,4.0,4.0,6 months
Abu Dhabi,Electronics,26.0,1.82,Both,30.3,21.9,47.8,6-9 AM,16.4,Aramex,11.6,11.79,<1 %,1.0,4.0,5.0,1.0,5.7,Billing errors,4.0,Moderate,Weekdays,Van,2.98,4.57,5.92,30.7,0.66,Raise delivery fee,5.0,4.0,0.0,No,4.0,5.0,5.0,5.0,Tech failures,17.4,17.9,12 mo+,Abu Dhabi suburbs,None,Yes,Yes,45.0,3.0,2.0,1 year
Abu Dhabi,Food-delivery,8.0,6.13,B2B,36.2,59.5,4.3,"6-9 AM,9 AM-12,12-3 PM",72.5,Aramex,26.2,7.85,1-3 %,2.0,3.0,3.0,3.0,9.0,Poor support,5.0,Heavy,Equally both,Bike,3.11,3.65,5.63,41.1,0.61,Reduce service area,4.0,4.0,10.0,Yes,29.465928778626928,3.0,4.0,4.0,Data privacy,12.1,13.3,No plans,Sharjah industrial,"Year-end,Back-to-School,Eid",Yes,Yes,5.2,3.0,3.0,6 months
Abu Dhabi,Electronics,73.0,1.56,Both,13.0,67.8,19.2,"6-9 AM,12-3 PM,9 AM-12",19.7,Aramex,10.3,32.51,<1 %,5.0,3.0,5.0,3.0,11.2,Billing errors,2.0,Heavy,Weekdays,Mix,2.9,5.02,4.89,28.1,0.67,Reduce service area,3.0,5.0,9.0,No,5.0,5.0,4.0,5.0,Data privacy,6.7,14.2,12 mo+,Dubai core,"Eid,Back-to-School",Yes,No,64.8,5.0,4.0,6 months
Abu Dhabi,Other,13.0,1.63,Both,19.9,53.3,26.8,"3-6 PM,6-9 PM",31.6,Fetchr,17.3,59.42,>10 %,5.0,3.0,3.0,3.0,6.8,Delay,7.0,Heavy,Weekdays,Bike,3.17,5.69,19.49,36.1,0.91,Raise delivery fee,2.0,5.0,0.0,Yes,5.0,5.0,5.0,5.0,Data privacy,3.4,13.6,No plans,Abu Dhabi suburbs,None,No,No,33.4,5.0,5.0,1 year
Dubai,E-commerce,23.0,3.89,Both,27.7,28.5,43.8,3-6 PM,54.7,Competitor A,14.3,25.65,1-3 %,5.0,2.0,1.0,3.0,2.5,Delay,8.0,Heavy,Weekdays,Van,2.94,5.56,4.05,22.5,0.95,Switch provider,3.0,4.0,6.0,No,3.0,1.0,5.0,5.0,None,6.9,20.3,12 mo+,Abu Dhabi suburbs,Back-to-School,Yes,No,5.6,5.0,4.0,2+ years
Dubai,E-commerce,13.0,11.6,B2C,18.6,64.5,16.8,"9 AM-12,6-9 AM",6.3,Competitor A,25.4,25.98,<1 %,4.0,5.0,3.0,3.0,17.7,Delay,2.0,Moderate,Weekends,Van,3.12,4.62,22.0,11.7,1.16,Raise delivery fee,2.0,3.0,4.0,No,2.0,4.0,4.0,4.0,Tech failures,13.4,21.1,3 mo,Dubai core,"DSF,Ramadan",Yes,Yes,13.7,3.0,4.0,6 months
Sharjah,Grocery/Retail,33.0,2.0,Both,24.2,46.4,29.3,"6-9 PM,9 AM-12,3-6 PM",25.3,Aramex,18.2,21.43,1-3 %,2.0,2.0,5.0,4.0,18.0,Poor support,7.0,Light,Equally both,Van,3.17,4.33,14.7,25.6,0.57,Raise delivery fee,1.0,4.0,8.0,No,4.0,5.0,5.0,4.0,Tech failures,1.0,9.6,No plans,Northern Emirates,"Ramadan,Back-to-School,DSF",Yes,No,8.6,4.0,2.0,1 year
